,X,Y,GWSTOR_V2,geometry,LAT,LON
0,5.46405029297,13.8811917814,M,MULTIPOINT (5.46405029297 13.8811917814),13.88,5.46
1,5.51405029297,13.8811917814,M,MULTIPOINT (5.51405029297 13.8811917814),13.88,5.51
2,5.36405029297,13.8311917814,M,MULTIPOINT (5.36405029297 13.8311917814),13.83,5.36
3,5.41405029297,13.8311917814,M,MULTIPOINT (5.41405029297 13.8311917814),13.83,5.41
4,5.46405029297,13.8311917814,M,MULTIPOINT (5.46405029297 13.8311917814),13.83,5.46
5,5.51405029297,13.8311917814,M,MULTIPOINT (5.51405029297 13.8311917814),13.83,5.51
6,5.56405029297,13.8311917814,M,MULTIPOINT (5.56405029297 13.8311917814),13.83,5.56
7,5.61405029297,13.8311917814,M,MULTIPOINT (5.61405029297 13.8311917814),13.83,5.61
8,5.66405029297,13.8311917814,M,MULTIPOINT (5.66405029297 13.8311917814),13.83,5.66
9,4.86405029297,13.7811917814,M,MULTIPOINT (4.86405029297 13.7811917814),13.78,4.86
10,5.31405029297,13.7811917814,M,MULTIPOINT (5.31405029297 13.7811917814),13.78,5.31
11,5.36405029297,13.7811917814,M,MULTIPOINT (5.36405029297 13.7811917814),13.78,5.36
12,5.41405029297,13.7811917814,M,MULTIPOINT (5.41405029297 13.7811917814),13.78,5.41
13,5.46405029297,13.7811917814,M,MULTIPOINT (5.46405029297 13.7811917814),13.78,5.46
14,5.51405029297,13.7811917814,M,MULTIPOINT (5.51405029297 13.7811917814),13.78,5.51
15,5.56405029297,13.7811917814,M,MULTIPOINT (5.56405029297 13.7811917814),13.78,5.56
16,5.61405029297,13.7811917814,M,MULTIPOINT (5.61405029297 13.7811917814),13.78,5.61
17,5.66405029297,13.7811917814,M,MULTIPOINT (5.66405029297 13.7811917814),13.78,5.66
18,5.71405029297,13.7811917814,M,MULTIPOINT (5.71405029297 13.7811917814),13.78,5.71
19,5.76405029297,13.7811917814,M,MULTIPOINT (5.76405029297 13.7811917814),13.78,5.76
20,4.61405029297,13.7311917814,M,MULTIPOINT (4.61405029297 13.7311917814),13.73,4.61
21,4.66405029297,13.7311917814,M,MULTIPOINT (4.66405029297 13.7311917814),13.73,4.66
22,4.71405029297,13.7311917814,M,MULTIPOINT (4.71405029297 13.7311917814),13.73,4.71
23,4.76405029297,13.7311917814,M,MULTIPOINT (4.76405029297 13.7311917814),13.73,4.76
24,4.81405029297,13.7311917814,M,MULTIPOINT (4.81405029297 13.7311917814),13.73,4.81
25,4.86405029297,13.7311917814,M,MULTIPOINT (4.86405029297 13.7311917814),13.73,4.86
26,4.91405029297,13.7311917814,M,MULTIPOINT (4.91405029297 13.7311917814),13.73,4.91
27,4.96405029297,13.7311917814,M,MULTIPOINT (4.96405029297 13.7311917814),13.73,4.96
28,5.01405029297,13.7311917814,M,MULTIPOINT (5.01405029297 13.7311917814),13.73,5.01
29,5.06405029297,13.7311917814,M,MULTIPOINT (5.06405029297 13.7311917814),13.73,5.06
30,5.11405029297,13.7311917814,M,MULTIPOINT (5.11405029297 13.7311917814),13.73,5.11
31,5.16405029297,13.7311917814,M,MULTIPOINT (5.16405029297 13.7311917814),13.73,5.16
32,5.21405029297,13.7311917814,M,MULTIPOINT (5.21405029297 13.7311917814),13.73,5.21
33,5.26405029297,13.7311917814,M,MULTIPOINT (5.26405029297 13.7311917814),13.73,5.26
34,5.31405029297,13.7311917814,M,MULTIPOINT (5.31405029297 13.7311917814),13.73,5.31
35,5.36405029297,13.7311917814,M,MULTIPOINT (5.36405029297 13.7311917814),13.73,5.36
36,5.41405029297,13.7311917814,M,MULTIPOINT (5.41405029297 13.7311917814),13.73,5.41
37,5.46405029297,13.7311917814,M,MULTIPOINT (5.46405029297 13.7311917814),13.73,5.46
38,5.51405029297,13.7311917814,M,MULTIPOINT (5.51405029297 13.7311917814),13.73,5.51
39,5.56405029297,13.7311917814,M,MULTIPOINT (5.56405029297 13.7311917814),13.73,5.56
40,5.61405029297,13.7311917814,M,MULTIPOINT (5.61405029297 13.7311917814),13.73,5.61
41,5.66405029297,13.7311917814,M,MULTIPOINT (5.66405029297 13.7311917814),13.73,5.66
42,5.71405029297,13.7311917814,M,MULTIPOINT (5.71405029297 13.7311917814),13.73,5.71
43,5.76405029297,13.7311917814,M,MULTIPOINT (5.76405029297 13.7311917814),13.73,5.76
44,5.81405029297,13.7311917814,M,MULTIPOINT (5.81405029297 13.7311917814),13.73,5.81
45,5.86405029297,13.7311917814,M,MULTIPOINT (5.86405029297 13.7311917814),13.73,5.86
46,5.91405029297,13.7311917814,H,MULTIPOINT (5.91405029297 13.7311917814),13.73,5.91
47,4.46405029297,13.6811917814,M,MULTIPOINT (4.46405029297 13.6811917814),13.68,4.46
48,4.51405029297,13.6811917814,M,MULTIPOINT (4.51405029297 13.6811917814),13.68,4.51
49,4.56405029297,13.6811917814,M,MULTIPOINT (4.56405029297 13.6811917814),13.68,4.56
50,4.61405029297,13.6811917814,M,MULTIPOINT (4.61405029297 13.6811917814),13.68,4.61
51,4.66405029297,13.6811917814,M,MULTIPOINT (4.66405029297 13.6811917814),13.68,4.66
52,4.71405029297,13.6811917814,M,MULTIPOINT (4.71405029297 13.6811917814),13.68,4.71
53,4.76405029297,13.6811917814,M,MULTIPOINT (4.76405029297 13.6811917814),13.68,4.76
54,4.81405029297,13.6811917814,M,MULTIPOINT (4.81405029297 13.6811917814),13.68,4.81
55,4.86405029297,13.6811917814,M,MULTIPOINT (4.86405029297 13.6811917814),13.68,4.86
56,4.91405029297,13.6811917814,M,MULTIPOINT (4.91405029297 13.6811917814),13.68,4.91
57,4.96405029297,13.6811917814,M,MULTIPOINT (4.96405029297 13.6811917814),13.68,4.96
58,5.01405029297,13.6811917814,M,MULTIPOINT (5.01405029297 13.6811917814),13.68,5.01
59,5.06405029297,13.6811917814,M,MULTIPOINT (5.06405029297 13.6811917814),13.68,5.06
60,5.11405029297,13.6811917814,M,MULTIPOINT (5.11405029297 13.6811917814),13.68,5.11
61,5.16405029297,13.6811917814,M,MULTIPOINT (5.16405029297 13.6811917814),13.68,5.16
62,5.21405029297,13.6811917814,M,MULTIPOINT (5.21405029297 13.6811917814),13.68,5.21
63,5.26405029297,13.6811917814,M,MULTIPOINT (5.26405029297 13.6811917814),13.68,5.26
64,5.31405029297,13.6811917814,M,MULTIPOINT (5.31405029297 13.6811917814),13.68,5.31
65,5.36405029297,13.6811917814,M,MULTIPOINT (5.36405029297 13.6811917814),13.68,5.36
66,5.41405029297,13.6811917814,M,MULTIPOINT (5.41405029297 13.6811917814),13.68,5.41
